ADMIN,ISO_A3,FPU_ID,LSsum,PY5sum,PY5per,PY10sum,PY10per,PY25sum,PY25per,PY50sum,PY50per,PY100sum,PY100per,PY250sum,PY250per,PY500sum,PY500per,PY1000sum,PY1000per
Cameroon,CMR,318,11986641,166041,0.013852171,182865,0.015255733,201407,0.016802622,212012,0.017687357,218565,0.018234049,234615,0.01957304,243465,0.020311362,258637,0.021577104
Cameroon,CMR,339,19321,147,0.007608302,150,0.007763573,157,0.008125873,165,0.008539931,173,0.008953988,181,0.009368045,185,0.009575074,195,0.010092645
Cameroon,CMR,505,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,506,2840460,225969,0.079553664,323699,0.113960063,388749,0.136861283,409628,0.144211853,425892,0.149937686,454049,0.159850517,475375,0.167358456,525041,0.184843652
Cameroon,CMR,512,3934046,77934,0.019810139,91228,0.023189358,94958,0.024137491,98956,0.025153748,103214,0.026236094,135679,0.034488412,143451,0.036463986,147110,0.037394072
Cameroon,CMR,518,686855,38638,0.056253503,39300,0.057217317,46218,0.067289311,47120,0.068602543,47313,0.068883534,47681,0.06941931,48217,0.070199678,48735,0.07095384
Canada,CAN,5,32753,2520,0.076939517,2556,0.078038653,3522,0.107532134,3862,0.117912863,4193,0.128018807,4193,0.128018807,4194,0.128049339,4856,0.148261228
Canada,CAN,6,1919,3,0.001563314,163,0.084940073,163,0.084940073,163,0.084940073,163,0.084940073,163,0.084940073,206,0.107347577,206,0.107347577
Canada,CAN,9,147868,2271,0.015358293,5155,0.034862174,5688,0.038466741,5689,0.038473503,5695,0.03851408,5697,0.038527606,5698,0.038534368,5700,0.038547894
Canada,CAN,17,350502,1591,0.004539204,5159,0.014718889,20922,0.059691528,20926,0.05970294,26471,0.075523107,33828,0.096513001,34044,0.09712926,34044,0.09712926
Canada,CAN,18,19412198,459238,0.023657187,512672,0.026409786,557115,0.028699223,587429,0.030260818,613645,0.03161131,640783,0.033009297,669817,0.034504954,696539,0.035881511
Canada,CAN,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,79,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,84,1460,685,0.469178082,685,0.469178082,686,0.469863014,687,0.470547945,688,0.471232877,689,0.471917808,692,0.473972603,696,0.476712329
Canada,CAN,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,100,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,106,100981,148,0.001465622,500,0.004951427,842,0.008338202,1166,0.011546727,1256,0.012437983,2918,0.028896525,3240,0.032085244,3374,0.033412226
Canada,CAN,120,12030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,126,3794714,24686,0.006505365,29372,0.007740241,35181,0.009271054,38897,0.010250311,39667,0.010453225,42218,0.011125476,44445,0.011712345,45298,0.011937131
Canada,CAN,135,26363,889,0.033721504,889,0.033721504,894,0.033911163,897,0.034024959,897,0.034024959,914,0.034669802,914,0.034669802,914,0.034669802
Canada,CAN,164,19133,2227,0.116395756,2227,0.116395756,2227,0.116395756,2227,0.116395756,2227,0.116395756,2227,0.116395756,2228,0.116448022,2230,0.116552553
Canada,CAN,429,3202368,91700,0.02863506,105095,0.032817902,110681,0.034562236,112665,0.035181778,120008,0.037474769,124510,0.038880603,127507,0.039816473,129282,0.040370751
Canada,CAN,433,7555,0,0,23,0.003044341,470,0.062210457,470,0.062210457,470,0.062210457,470,0.062210457,630,0.083388484,689,0.091197882
Canada,CAN,441,41441,4832,0.116599503,4996,0.120556936,5185,0.125117637,5992,0.144591105,6109,0.147414396,6379,0.153929683,6435,0.155281002,7082,0.17089356
Canada,CAN,443,9780,347,0.035480573,348,0.035582822,349,0.035685072,354,0.036196319,354,0.036196319,357,0.036503067,361,0.036912065,361,0.036912065
Canada,CAN,447,218748,12185,0.055703366,13615,0.062240569,14408,0.065865745,14586,0.066679467,14647,0.066958326,16766,0.076645272,17627,0.080581308,18267,0.083507049
Canada,CAN,448,204303,6613,0.03236859,8502,0.041614661,9347,0.045750674,9798,0.04795818,11114,0.054399593,11400,0.055799474,11649,0.057018252,11792,0.057718193
Canada,CAN,453,46306,3891,0.084027988,4567,0.098626528,4699,0.10147713,5076,0.109618624,5079,0.10968341,5352,0.115578975,6734,0.145423919,6736,0.14546711
Canada,CAN,458,3860830,168532,0.043651754,177879,0.046072736,189775,0.049153938,194494,0.050376214,209999,0.05439219,211873,0.054877578,216534,0.056084831,218169,0.056508316
Canada,CAN,460,1698098,203574,0.11988354,255665,0.150559626,297945,0.175458071,358990,0.211407115,399662,0.235358619,480479,0.282951278,505625,0.297759611,548429,0.322966637
Canada,CAN,474,21431,800,0.037329103,820,0.03826233,896,0.041808595,897,0.041855256,898,0.041901918,900,0.041995241,998,0.046568056,998,0.046568056
Central African Republic,CAF,318,7025,33,0.004697509,33,0.004697509,33,0.004697509,33,0.004697509,33,0.004697509,33,0.004697509,33,0.004697509,33,0.004697509
Central African Republic,CAF,506,1306122,48054,0.036791356,50061,0.038327966,53998,0.041342233,56245,0.043062593,59857,0.045828031,63394,0.048536048,66106,0.050612424,73559,0.056318629
Central African Republic,CAF,508,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,CAF,515,3149101,101954,0.032375589,108481,0.034448244,118173,0.037525948,124579,0.039560179,151373,0.048068639,177584,0.056391967,183562,0.058290287,186287,0.059155613
Central African Republic,CAF,518,594502,25409,0.042739974,25470,0.042842581,25642,0.043131899,25924,0.043606245,26009,0.043749222,26181,0.04403854,26336,0.044299262,26479,0.0445398
Chad,TCD,223,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,227,8067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,247,4810,0,0,0,0,3,0.000623701,3,0.000623701,3,0.000623701,9,0.001871102,9,0.001871102,9,0.001871102
Chad,TCD,272,214244,2045,0.009545191,3198,0.014926906,3420,0.015963107,3445,0.016079797,3470,0.016196486,3678,0.017167342,3845,0.017946827,3905,0.018226881
Chad,TCD,502,1624726,58744,0.03615625,85723,0.052761512,95404,0.058720055,108965,0.067066693,112579,0.069291068,128114,0.07885268,134244,0.082625624,148104,0.091156293
Chad,TCD,505,237868,3815,0.016038307,7405,0.031130711,10308,0.043334959,11532,0.04848067,11701,0.049191148,11895,0.050006726,12269,0.051579027,13109,0.055110397
Chad,TCD,506,6446764,397334,0.061633092,477906,0.074131145,559720,0.086821854,606050,0.094008405,676655,0.104960411,778330,0.12073189,887360,0.137644251,952892,0.147809351
Chad,TCD,507,1503997,81656,0.054292661,99489,0.066149733,119450,0.079421701,132815,0.088308022,145614,0.096818012,158196,0.10518372,166648,0.110803413,174936,0.116314062
Chad,TCD,512,976687,28714,0.029399388,31134,0.031877152,40297,0.041258868,43455,0.044492248,45807,0.046900389,53558,0.054836401,55722,0.057052055,58138,0.059525723
Chile,CHL,384,206838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,395,3871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,408,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,410,14626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,414,16299,268,0.016442727,313,0.019203632,357,0.021903184,358,0.021964538,358,0.021964538,359,0.022025891,362,0.022209952,362,0.022209952
Chile,CHL,416,5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,417,16629633,1040580,0.06257384,1147094,0.068978913,1233170,0.074154974,1334674,0.080258777,1412899,0.084962729,1526897,0.091817841,1568962,0.094347362,1574435,0.094676473
China,CHN,20,10837639,202976,0.018728802,335924,0.03099605,560864,0.051751493,698978,0.064495413,760565,0.070178108,841314,0.077628901,895440,0.082623162,907584,0.083743701
China,CHN,21,170628543,9001293,0.052753735,11150431,0.065349154,13003250,0.076207941,14124220,0.082777592,14804866,0.086766644,15971118,0.093601678,16616583,0.097384545,17192436,0.100759437
China,CHN,26,7416216,538345,0.072590254,658710,0.088820229,868947,0.117168513,869191,0.117201414,878173,0.118412544,951234,0.128264064,952704,0.128462278,958934,0.129302329
China,CHN,28,88191,17122,0.194146795,17122,0.194146795,17122,0.194146795,17122,0.194146795,17122,0.194146795,17151,0.194475627,17151,0.194475627,17191,0.194929188
China,CHN,43,353757,44412,0.125543805,54605,0.15435737,58396,0.165073765,59640,0.168590304,59667,0.168666627,60769,0.17178176,63991,0.180889707,64330,0.181847992
China,CHN,127,153241,19576,0.127746491,22618,0.147597575,26608,0.173634993,26629,0.173772032,26659,0.173967802,27614,0.180199816,27681,0.180637036,27745,0.181054679
China,CHN,132,443856,1080,0.002433222,7873,0.017737735,9060,0.020412026,10230,0.023048016,10861,0.024469648,10928,0.024620598,10935,0.024636369,13328,0.030027757
China,CHN,140,2366047,45119,0.019069359,75984,0.032114324,85667,0.036206804,90552,0.038271429,91169,0.038532202,100998,0.042686388,109514,0.04628564,114028,0.048193464
China,CHN,143,405128,5502,0.013580893,18987,0.046866669,23414,0.05779408,23479,0.057954523,23656,0.058391422,26490,0.065386742,27911,0.068894275,27920,0.068916491
China,CHN,144,1558235,225946,0.145001235,278561,0.178767002,283738,0.182089351,285689,0.183341409,296012,0.189966212,311386,0.199832503,336404,0.215887847,350294,0.224801779
China,CHN,147,8076863,179754,0.022255423,300271,0.037176686,681553,0.08438338,737325,0.091288536,763848,0.094572361,769670,0.095293185,777288,0.096236373,801839,0.099276043
China,CHN,148,1360832,627,0.000460748,2064,0.001516719,4471,0.00328549,4693,0.003448626,5085,0.003736685,5455,0.004008577,17997,0.013224998,18263,0.013420466
China,CHN,155,343055,89,0.000259434,148,0.000431418,172,0.000501377,1322,0.003853609,1650,0.004809724,1654,0.004821384,1664,0.004850534,1678,0.004891344
China,CHN,157,54446477,2776237,0.050990205,3397462,0.062400034,3945165,0.072459509,4270212,0.078429537,4662597,0.08563634,5090910,0.093503019,5338755,0.098055105,5553894,0.10200649
China,CHN,161,4649018,110506,0.023769751,171281,0.036842404,219269,0.047164584,286666,0.061661624,303820,0.065351436,317730,0.068343465,336804,0.072446267,342259,0.073619633
China,CHN,162,20,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05
China,CHN,163,137605,2448,0.017790051,2873,0.020878602,8311,0.060397515,8379,0.060891683,8582,0.06236692,8627,0.062693943,8654,0.062890157,8957,0.065092111
China,CHN,168,142228771,13701537,0.096334496,16490654,0.115944572,18395774,0.12933933,20173082,0.141835452,21300080,0.149759292,22681800,0.159474063,23482452,0.165103388,24299693,0.170849349
China,CHN,173,476918,2604,0.005460058,20930,0.043885951,26493,0.05555043,41622,0.087272865,41802,0.087650288,42776,0.089692568,43736,0.091705492,44102,0.09247292
China,CHN,184,74981718,8098067,0.108000553,10086004,0.134512842,11284345,0.150494618,12005766,0.16011591,12570399,0.167646185,13382370,0.178475105,14106270,0.188129458,14536575,0.193868257
China,CHN,193,736486,30154,0.040943073,50481,0.068543054,62666,0.085087836,64912,0.088137453,65956,0.089554995,66554,0.090366959,66862,0.090785161,67177,0.091212868
China,CHN,202,87438503,11805694,0.13501711,12709558,0.14535425,13584301,0.155358344,14142788,0.161745541,14490517,0.165722382,15047688,0.172094529,15976164,0.182713146,17157886,0.196228039
China,CHN,221,93471788,7104896,0.076011128,8025246,0.085857414,9018365,0.096482213,9903966,0.105956741,12705650,0.135930319,13701053,0.146579554,14238134,0.15232547,14822438,0.158576596
China,CHN,225,7708531,354292,0.045961027,384378,0.049863975,415781,0.053937774,416188,0.053990572,416729,0.054060754,417029,0.054099672,417029,0.054099672,427681,0.055481518
China,CHN,234,104656366,9038320,0.086361875,10422491,0.09958774,11159533,0.106630236,11793459,0.11268745,12347582,0.11798214,12953930,0.123775844,13416493,0.12819567,14060492,0.134349133
China,CHN,255,1575586,83512,0.053003771,145279,0.092206328,159265,0.101083026,164834,0.104617584,169481,0.107566962,171687,0.108967076,179483,0.113915077,180163,0.114346662
China,CHN,259,2792599,276519,0.099018513,285258,0.102147856,285763,0.102328691,286090,0.102445786,286435,0.102569327,290456,0.104009204,290635,0.104073302,290771,0.104122002
China,CHN,427,8877425,228714,0.025763552,271996,0.030639065,322573,0.036336325,367279,0.041372245,405493,0.045676871,456563,0.051429666,509824,0.057429266,531133,0.059829624
China,CHN,444,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,CHN,449,457991,14300,0.031223321,25826,0.056389754,72105,0.157437592,82318,0.179737156,85001,0.18559535,86711,0.189329048,87070,0.190112906,87251,0.19050811
China,CHN,459,3291482,65730,0.019969728,107839,0.032763053,137379,0.041737734,148992,0.045265932,157679,0.047905169,178370,0.054191395,189140,0.057463477,197275,0.059935008
China,CHN,462,1467606,111627,0.076060605,158277,0.107847065,172107,0.117270575,182789,0.124549096,185561,0.126437886,190935,0.130099632,205067,0.139728919,211760,0.144289407
China,CHN,463,551272,20397,0.036999884,26115,0.047372259,28644,0.051959831,32898,0.05967653,37152,0.067393229,40982,0.074340797,42801,0.077640439,44031,0.079871642
China,CHN,464,57091275,1973089,0.034560255,2460317,0.043094448,2932588,0.051366658,3170908,0.055541026,3420810,0.059918262,3712504,0.06502752,3953141,0.069242472,4206719,0.073684096
China,CHN,467,111,0,0,0,0,4,0.036036036,4,0.036036036,4,0.036036036,4,0.036036036,4,0.036036036,4,0.036036036
China,CHN,471,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,CHN,485,251301040,22814699,0.090786329,28222153,0.112304163,32440252,0.129089207,35366531,0.140733723,37913641,0.150869415,41546913,0.165327262,43885231,0.174632111,45951490,0.182854357
China,CHN,491,22028,6540,0.296894861,7088,0.32177229,7125,0.32345197,7129,0.323633557,8492,0.385509352,8502,0.385963319,8609,0.390820774,8620,0.391320138
China,CHN,492,164916181,10023864,0.060781568,11747714,0.071234453,12661275,0.076774001,13096844,0.079415155,13417356,0.081358639,13907930,0.084333326,14217227,0.086208806,14419049,0.087432591
China,CHN,494,18261,2031,0.111220634,2085,0.114177756,2088,0.11434204,2209,0.120968184,2218,0.121461037,2230,0.122118175,2253,0.12337769,2306,0.12628005
China,CHN,495,64604918,5419767,0.083890935,6035961,0.093428816,6175195,0.095583977,6493710,0.100514174,6710845,0.103875142,7160214,0.110830788,7400704,0.11455326,7637564,0.118219545
China,CHN,496,1702117,97879,0.057504273,135911,0.079848213,160728,0.094428291,161402,0.094824269,167662,0.098502042,183812,0.107990226,185831,0.109176396,186415,0.109519498
China,CHN,498,116903,1358,0.011616468,2442,0.020889113,2462,0.021060195,2920,0.024977973,2920,0.024977973,2961,0.025328691,2987,0.025551098,3063,0.02620121
Colombia,COL,29,1591474,52712,0.033121496,61648,0.038736417,65638,0.041243526,69170,0.043462853,79979,0.05025467,85042,0.053435997,89100,0.055985835,91598,0.057555449
Colombia,COL,30,865812,13426,0.015506831,18004,0.020794353,21652,0.025007738,27732,0.032030048,28208,0.032579821,29227,0.033756751,31723,0.036639594,32133,0.037113138
Colombia,COL,293,798374,14746,0.01847004,16837,0.021089114,16993,0.021284511,18738,0.023470203,18830,0.023585437,19325,0.024205448,19648,0.02461002,19761,0.024751558
Colombia,COL,295,22424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,COL,326,40329153,913119,0.022641661,1085786,0.026923104,1200442,0.02976611,1276503,0.031652115,1361940,0.033770608,1403753,0.034807401,1455832,0.03609875,1571881,0.038976296
Colombia,COL,338,22564,674,0.02987059,709,0.031421734,709,0.031421734,739,0.032751285,769,0.034080837,774,0.034302429,861,0.038158128,861,0.038158128
Colombia,COL,519,60420,16886,0.279476994,17326,0.286759351,24456,0.404766634,26399,0.436924859,26840,0.444223767,27246,0.450943396,27432,0.454021847,27844,0.460840781
Colombia,COL,523,263525,12811,0.048613983,15228,0.057785789,17455,0.0662366,58934,0.223637226,59763,0.226783038,61480,0.233298549,62353,0.236611327,63641,0.241498909
Colombia,COL,524,648544,58998,0.090969926,62786,0.096810702,67131,0.103510325,74041,0.11416496,77219,0.119065168,80618,0.124306138,83900,0.129366704,86187,0.132893065
Colombia,COL,525,27,3,0.111111111,4,0.148148148,4,0.148148148,4,0.148148148,4,0.148148148,4,0.148148148,4,0.148148148,4,0.148148148
Comoros,COM,375,317711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,377,295386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,295,4627941,70807,0.015299893,76032,0.016428904,80178,0.017324767,89718,0.019386159,92979,0.020090792,94902,0.020506312,96769,0.020909731,98435,0.021269718
Croatia,HRV,15,4203541,303739,0.072257889,351678,0.083662322,428359,0.101904323,387747,0.092242945,404401,0.096204843,482503,0.114784892,493854,0.117485234,512316,0.121877246
Croatia,HRV,16,9.587256718,8.397711703,0.87592436,8.397711703,0.87592436,8.397711703,0.87592436,8.397711703,0.87592436,8.397711703,0.87592436,8.397711703,0.87592436,8.397711703,0.87592436,8.397711703,0.87592436
Cuba,CUB,229,10986797,86921,0.007911405,102673,0.009345126,114770,0.010446175,119370,0.010864859,124392,0.011321953,128722,0.011716062,133203,0.012123916,136445,0.012418997
Cura̤ao,CUW,269,143790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,171,678855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus No Mans Area,-99,171,143696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,CZE,11,35289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,CZE,13,1358365,36615,0.0269552,54901,0.040416972,55884,0.041140636,61416,0.045213179,61911,0.045577588,63716,0.046906391,66183,0.048722545,69049,0.050832435
Czech Republic,CZE,16,1373099,49815,0.036279249,81245,0.059169077,97080,0.070701384,110389,0.080394058,113440,0.082616039,114346,0.08327586,115457,0.084084979,117823,0.085808088
Czech Republic,CZE,115,1554238,14622,0.009407826,28478,0.018322805,30495,0.019620547,31362,0.020178377,31599,0.020330863,32504,0.020913142,32682,0.021027668,32715,0.0210489
Czech Republic,CZE,118,231909,125,0.000539005,6515,0.028092916,10545,0.045470422,10545,0.045470422,10545,0.045470422,10545,0.045470422,10655,0.045944746,10672,0.04601805
Czech Republic,CZE,421,5571609,399355,0.071676781,510877,0.091692902,555356,0.099676054,574035,0.103028587,582610,0.104567639,589106,0.10573355,598869,0.107485827,606156,0.108793708
Democratic Republic of the Congo,COD,33,31313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of the Congo,COD,35,6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of the Congo,COD,344,1515493,45919,0.030299711,46077,0.030403968,46429,0.030636235,47310,0.031217564,47489,0.031335678,49023,0.032347889,49328,0.032549144,50098,0.03305723
Democratic Republic of the Congo,COD,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of the Congo,COD,508,2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of the Congo,COD,510,3392056,11191,0.003299179,11282,0.003326006,17491,0.00515646,17592,0.005186235,20479,0.006037341,20901,0.00616175,21050,0.006205676,21264,0.006268764
Democratic Republic of the Congo,COD,515,5600420,195806,0.034962735,216013,0.038570857,238844,0.042647516,256322,0.045768353,270718,0.048338875,291832,0.052108949,303427,0.054179329,322896,0.057655676
Democratic Republic of the Congo,COD,516,20379919,1018608,0.049980964,1264025,0.062023063,1521120,0.074638177,1707344,0.083775799,1810996,0.088861786,2041051,0.100150104,2185719,0.10724866,2295423,0.112631606
Democratic Republic of the Congo,COD,518,1183,123,0.10397295,214,0.180896027,260,0.21978022,306,0.258664413,360,0.304311074,398,0.336432798,421,0.355874894,438,0.370245139
Democratic Republic of the Congo,COD,529,513938,6992,0.013604754,8459,0.016459184,12136,0.023613743,13851,0.026950722,16652,0.032400795,20325,0.039547572,21370,0.041580891,22594,0.043962501
Democratic Republic of the Congo,COD,531,20920618,377392,0.018039238,411558,0.019672363,442240,0.021138955,494772,0.023649971,517346,0.024729002,540256,0.025824094,566838,0.027094706,586749,0.028046447
Democratic Republic of the Congo,COD,539,4121586,41404,0.010045647,102595,0.024892117,104782,0.025422738,105970,0.025710976,106531,0.025847089,111403,0.027029158,111832,0.027133244,112073,0.027191717
Democratic Republic of the Congo,COD,540,11784252,56710,0.004812355,58582,0.004971211,60154,0.005104609,63719,0.005407131,75625,0.006417463,79839,0.006775059,92700,0.007866431,112759,0.009568618
Democratic Republic of the Congo,COD,541,4838054,81901,0.016928501,98819,0.020425361,104648,0.021630184,120234,0.024851728,125150,0.025867839,135146,0.027933959,142656,0.029486236,153860,0.031802043
Denmark,DNK,102,4459595,6371,0.001428605,21397,0.004797969,21811,0.004890803,31075,0.006968122,31669,0.007101317,32295,0.007241689,32958,0.007390357,33246,0.007454937
Denmark,DNK,103,760111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,118,112624,745,0.006614931,824,0.00731638,873,0.007751456,1025,0.00910108,1087,0.009651584,1097,0.009740375,1172,0.010406308,1186,0.010530615
Dhekelia Sovereign Base Area,-99,171,15096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,274,22242,0,0,0,0,0,0,156,0.007013758,156,0.007013758,156,0.007013758,156,0.007013758,156,0.007013758
Djibouti,DJI,281,691272,142,0.000205418,3543,0.005125334,3634,0.005256976,3663,0.005298927,3739,0.005408869,3788,0.005479753,3788,0.005479753,3788,0.005479753
Djibouti,DJI,323,29514,825,0.027952836,881,0.029850241,922,0.031239412,936,0.031713763,1001,0.033916108,1068,0.036186217,1075,0.036423392,1083,0.03669445
Dominica,DMA,257,58421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,242,9846388,301917,0.030662716,312487,0.031736206,319604,0.032459009,324600,0.032966404,342878,0.034822719,356636,0.036219982,364962,0.037065572,373860,0.037969253
East Timor,TLS,367,1122582,7624,0.006791486,7827,0.006972319,7941,0.007073871,7941,0.007073871,8020,0.007144244,8020,0.007144244,8155,0.007264503,9117,0.008121456
Ecuador,ECU,326,692766,295,0.000425829,2946,0.004252518,4419,0.006378777,4419,0.006378777,4419,0.006378777,4419,0.006378777,5448,0.007864127,5448,0.007864127
Ecuador,ECU,338,10791677,644071,0.059682198,724782,0.067161202,786992,0.07292583,824980,0.07644595,861948,0.079871553,905119,0.083871951,945851,0.087646341,965749,0.089490169
Ecuador,ECU,384,265328,2952,0.011125852,5570,0.020992884,6256,0.023578363,6260,0.023593439,6260,0.023593439,6278,0.02366128,6291,0.023710276,6291,0.023710276
Ecuador,ECU,523,508026,68733,0.135294257,72325,0.142364761,80492,0.15844071,82785,0.162954258,83285,0.16393846,95825,0.188622236,102512,0.201784948,105667,0.20799526
Ecuador,ECU,535,2300728,73008,0.031732565,79832,0.034698582,79921,0.034737266,80348,0.034922859,80759,0.035101498,81377,0.035370109,81729,0.035523104,81933,0.035611772
Egypt,EGY,183,11679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,EGY,187,2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,EGY,197,11005148,15513,0.001409613,15526,0.001410794,15582,0.001415883,33224,0.003018951,33874,0.003078014,35118,0.003191052,35136,0.003192688,35179,0.003196595
Egypt,EGY,200,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,EGY,227,41875,0,0,0,0,0,0,0,0,0,0,17,0.00040597,17,0.00040597,17,0.00040597
Egypt,EGY,230,52256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,EGY,250,10685,96,0.008984558,181,0.016939635,257,0.02405241,257,0.02405241,257,0.02405241,275,0.025737015,277,0.025924193,362,0.03387927
Egypt,EGY,419,19765773,48251,0.002441139,113452,0.005739821,175570,0.008882526,274904,0.013908082,302538,0.015306156,386524,0.019555218,458418,0.023192516,756621,0.038279353
Egypt,EGY,483,4674,0,0,1,0.00021395,1,0.00021395,5,0.001069748,13,0.002781344,13,0.002781344,13,0.002781344,20,0.00427899
Egypt,EGY,484,52591932,5538086,0.105302958,9977810,0.189721306,13131486,0.249686321,14940579,0.284085,16713004,0.317786462,18639682,0.35442094,20300827,0.386006489,21454660,0.407945842
El Salvador,SLV,295,6057698,46050,0.007601898,48961,0.008082443,51794,0.008550113,53041,0.008755966,54534,0.00900243,58825,0.009710785,58987,0.009737527,59358,0.009798772
Equatorial Guinea,GNQ,318,193514,468,0.00241843,468,0.00241843,598,0.003090216,818,0.004227084,5562,0.028742107,5754,0.029734283,5903,0.030504253,5903,0.030504253
Equatorial Guinea,GNQ,322,323639,7779,0.02403604,8418,0.026010462,10135,0.031315756,10580,0.032690745,12367,0.038212329,13569,0.041926344,14547,0.044948229,14686,0.04537772
Equatorial Guinea,GNQ,339,63890,1,1.56519E-05,6,9.39114E-05,7,0.000109563,7,0.000109563,7,0.000109563,7,0.000109563,10,0.000156519,10,0.000156519
Eritrea,ERI,263,5534834,49422,0.008929265,56152,0.0101452,57144,0.010324429,57990,0.010477279,59871,0.010817127,61543,0.011119213,62028,0.01120684,63087,0.011398174
Eritrea,ERI,273,40860,547,0.013387176,547,0.013387176,653,0.0159814,683,0.016715614,683,0.016715614,683,0.016715614,683,0.016715614,683,0.016715614
Eritrea,ERI,274,78945,0,0,0,0,0,0,149,0.00188739,149,0.00188739,149,0.00188739,149,0.00188739,149,0.00188739
Eritrea,ERI,281,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,483,387891,4480,0.011549636,4820,0.012426171,4914,0.012668507,5066,0.01306037,5158,0.01329755,5629,0.014511809,5699,0.014692272,6274,0.016174647
Estonia,EST,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,99,309611,981,0.003168492,2766,0.008933791,13692,0.044223235,13692,0.044223235,13761,0.044446095,13780,0.044507463,14438,0.04663271,14439,0.04663594
Estonia,EST,108,930916,8126,0.008729037,12446,0.013369627,18022,0.019359427,18381,0.019745068,18504,0.019877196,18653,0.020037254,18971,0.020378853,19189,0.020613031
Ethiopia,ETH,263,1629716,2388,0.001465286,3434,0.002107116,3443,0.002112638,3443,0.002112638,3443,0.002112638,3443,0.002112638,3443,0.002112638,3443,0.002112638
Ethiopia,ETH,273,1745675,37145,0.021278302,40414,0.02315093,44334,0.02539648,45312,0.025956722,48895,0.028009223,50250,0.028785427,50820,0.029111948,52604,0.030133902
Ethiopia,ETH,274,4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
